Run Index,Seed,Center,Time,E[T_S],E[N_S],E[T_Q],E[N_Q]
1,123456789,Parcheggio,73.73953257737472,NaN,0.0,NaN,0.0
1,123456789,Parcheggio,139.32222552325655,65.58269294588183,0.47072671068503963,65.58269294588183,0.47072671068503963
1,123456789,Parcheggio,1500.1884490196885,65.58269294588183,0.04371630310094537,65.58269294588183,0.04371630310094537
1,123456789,Parcheggio,1761.1295276938422,163.26188581001776,0.18540588099025898,163.26188581001776,0.18540588099025898
1,123456789,Parcheggio,1873.291406222789,163.26188581001776,0.1743048468248844,163.26188581001776,0.1743048468248844
1,123456789,Parcheggio,1893.3997922391382,115.54405254546157,0.18307393877256997,115.54405254546157,0.18307393877256997
1,123456789,Parcheggio,2689.528811230719,115.54405254546157,0.12888211354678408,115.54405254546157,0.12888211354678408
1,123456789,Parcheggio,2803.749612223556,115.21323965730548,0.164370226435354,115.21323965730548,0.164370226435354
1,123456789,Parcheggio,2839.002666154731,115.21323965730548,0.16232917429888197,115.21323965730548,0.16232917429888197
1,123456789,Parcheggio,2930.5050980101732,138.08884762116608,0.1884847055409377,138.08884762116608,0.1884847055409377
1,123456789,Parcheggio,2941.2015233030725,114.74964821409256,0.19507274034936695,114.74964821409256,0.19507274034936695
1,123456789,Parcheggio,3036.557440181787,133.82083158983548,0.22034958044762715,133.82083158983548,0.22034958044762715
1,123456789,Parcheggio,3167.3803167843275,155.12498519237639,0.2938548005183031,155.12498519237639,0.2938548005183031
1,123456789,Parcheggio,3446.12005076214,172.7842350188673,0.35097141925296005,172.7842350188673,0.35097141925296005
1,123456789,Parcheggio,3937.216276799195,172.7842350188673,0.30719410875628594,172.7842350188673,0.30719410875628594
1,123456789,Parcheggio,3939.631761466824,173.12930425710005,0.3076188850067747,173.12930425710005,0.3076188850067747
1,123456789,Parcheggio,3947.0074728080895,153.33206906027885,0.31078141121671826,153.33206906027885,0.31078141121671826
1,123456789,Parcheggio,4002.4501322725755,142.45546799407964,0.32032859113193896,142.45546799407964,0.32032859113193896
1,123456789,Parcheggio,4030.235461074816,142.45546799407964,0.31812017544126225,142.45546799407964,0.31812017544126225
1,123456789,Parcheggio,4056.1985725662034,130.80623234381042,0.32248478471569075,130.80623234381042,0.32248478471569075
1,123456789,Parcheggio,4585.888264793008,130.80623234381042,0.28523641395286936,130.80623234381042,0.28523641395286936
1,123456789,Parcheggio,4589.218387020014,119.21749506046461,0.2857550752812739,119.21749506046461,0.2857550752812739
1,123456789,Parcheggio,4870.542250501998,119.21749506046461,0.2692497833336623,119.21749506046461,0.2692497833336623
1,123456789,Parcheggio,4877.956944037602,109.90059493339288,0.2703605534716152,109.90059493339288,0.2703605534716152
1,123456789,Parcheggio,5448.99213914388,109.90059493339288,0.24202771916788254,109.90059493339288,0.24202771916788254
1,123456789,Parcheggio,5553.4845716398,109.48458243820268,0.256289461748945,109.48458243820268,0.256289461748945
1,123456789,Parcheggio,6016.927333562382,109.48458243820268,0.23654923730879696,109.48458243820268,0.23654923730879696
1,123456789,Parcheggio,6031.406668727333,110.59837745089125,0.23838202028664848,110.59837745089125,0.23838202028664848
1,123456789,Parcheggio,6182.990549520711,124.35333346059585,0.28157032660890857,124.35333346059585,0.28157032660890857
1,123456789,Parcheggio,6261.1580165784,129.93672396471646,0.29053956643313417,129.93672396471646,0.29053956643313417
1,123456789,Parcheggio,6279.475054278799,123.71654739378855,0.29552601051298577,123.71654739378855,0.29552601051298577
1,123456789,Parcheggio,6283.540051610706,116.23832551492094,0.29598175438732116,116.23832551492094,0.29598175438732116
1,123456789,Parcheggio,6350.516359468904,116.23832551492094,0.2928601554526618,116.23832551492094,0.2928601554526618
1,123456789,Parcheggio,6353.208748977875,109.55915280868861,0.29315983014840374,109.55915280868861,0.29315983014840374
1,123456789,Parcheggio,6522.917271105049,109.55915280868861,0.2855326106921756,109.55915280868861,0.2855326106921756
1,123456789,Parcheggio,6802.657916841282,119.01368019355219,0.3149131221460363,119.01368019355219,0.3149131221460363
1,123456789,Parcheggio,6857.7880596656405,119.01368019355219,0.31238151789549284,119.01368019355219,0.31238151789549284
1,123456789,Parcheggio,6973.493460128783,118.83956020774117,0.32379060177757496,118.83956020774117,0.32379060177757496
1,123456789,Parcheggio,7183.8470773984745,118.83956020774117,0.3143095363278204,118.83956020774117,0.3143095363278204
1,123456789,Parcheggio,7248.747641674889,122.25537938018401,0.3204487620549555,122.25537938018401,0.3204487620549555
1,123456789,Parcheggio,7279.093556799152,119.17720192360113,0.32745066674484985,119.17720192360113,0.32745066674484985
1,123456789,Parcheggio,7299.091247142201,114.45436803881293,0.32929328425043675,114.45436803881293,0.32929328425043675
1,123456789,Parcheggio,7729.417818305005,114.45436803881293,0.31096025409869066,114.45436803881293,0.31096025409869066
1,123456789,Parcheggio,7755.466436164069,110.43592484882433,0.3132745614557562,110.43592484882433,0.3132745614557562
1,123456789,Parcheggio,7775.64775987211,110.43592484882433,0.31246147224062215,110.43592484882433,0.31246147224062215
1,123456789,Parcheggio,7964.299091923836,113.83659472721136,0.3287472819021674,113.83659472721136,0.3287472819021674
1,123456789,Parcheggio,8143.2714554750655,113.83659472721136,0.3215220925695049,113.83659472721136,0.3215220925695049
1,123456789,Parcheggio,8176.011965405123,115.26009515895299,0.3242390299663122,115.26009515895299,0.3242390299663122
1,123456789,Parcheggio,8177.602935117388,110.59017200335205,0.32456505275923486,110.59017200335205,0.32456505275923486
1,123456789,Parcheggio,8196.794969955106,111.3898401215903,0.32614652101427505,111.3898401215903,0.32614652101427505
1,123456789,Parcheggio,8263.985354153072,112.30947725256394,0.3397557971110232,112.30947725256394,0.3397557971110232
1,123456789,Parcheggio,8363.146269268676,116.27591385718812,0.34758424076730865,116.27591385718812,0.34758424076730865
1,123456789,Parcheggio,8376.882801314592,112.86041963544363,0.3502938957270646,112.86041963544363,0.3502938957270646
1,123456789,Parcheggio,8398.38018891808,109.47660363426006,0.3519569526068111,109.47660363426006,0.3519569526068111
